-4.845	0	0	0.5851	213.6102	0	90	90	90	0	90	3
-4.335	0	0	0.5765	216.1852	0	90	90	90	0	90	3
-3.825	0	0	0.5731	220.5508	0	90	90	90	0	90	3
-3.315	0	0	0.6078	219.5139	0	90	90	90	0	90	3
-2.805	0	0	0.7026	211.7787	0	90	90	90	0	90	3
-2.295	0	0	0.8458	204.4036	0	90	90	90	0	90	3
-1.785	0	0	0.9636	202.6816	0	90	90	90	0	90	3
-1.275	0	0	1	207.2881	0	90	90	90	0	90	3
-0.765	0	0	0.9841	216.0882	0	90	90	90	0	90	3
-0.255	0	0	0.9716	223.4127	0	90	90	90	0	90	3
0.255	0	0	0.9716	223.4127	0	90	90	90	0	90	3
0.765	0	0	0.9841	216.0882	0	90	90	90	0	90	3
1.275	0	0	1	207.2881	0	90	90	90	0	90	3
1.785	0	0	0.9636	202.6818	0	90	90	90	0	90	3
2.295	0	0	0.8458	204.4038	0	90	90	90	0	90	3
2.805	0	0	0.7026	211.7789	0	90	90	90	0	90	3
3.315	0	0	0.6078	219.514	0	90	90	90	0	90	3
3.825	0	0	0.5731	220.5509	0	90	90	90	0	90	3
4.335	0	0	0.5765	216.1851	0	90	90	90	0	90	3
4.845	0	0	0.5851	213.6102	0	90	90	90	0	90	3
