-2.5	0	0	1	0	0	90	90	90	0	90	1
-2	0	0	0.845	0	0	90	90	90	0	90	1
-1.5	0	0	1.0949	0	0	90	90	90	0	90	1
-1	0	0	1.3036	0	0	90	90	90	0	90	1
-0.5	0	0	1.4422	0	0	90	90	90	0	90	1
0	0	0	1.4907	0	0	90	90	90	0	90	1
0.5	0	0	1.4422	0	0	90	90	90	0	90	1
1	0	0	1.3036	0	0	90	90	90	0	90	1
1.5	0	0	1.0949	0	0	90	90	90	0	90	1
2	0	0	0.845	0	0	90	90	90	0	90	1
2.5	0	0	1	0	0	90	90	90	0	90	1
