-3.825	0	0	0.1186	10.6524	0	90	90	90	0	90	1
-3.315	0	0	0.1162	14.5033	0	90	90	90	0	90	1
-2.805	0	0	0.1186	18.0535	0	90	90	90	0	90	1
-2.295	0	0	0.1375	10.6058	0	90	90	90	0	90	1
-1.785	0	0	0.1734	1.1298	0	90	90	90	0	90	1
-1.275	0	0	0.1997	0.6002	0	90	90	90	0	90	1
-0.765	0	0	0.2011	9.3936	0	90	90	90	0	90	1
-0.255	0	0	0.1971	19.8153	0	90	90	90	0	90	1
0.255	0	0	0.1971	19.8153	0	90	90	90	0	90	1
0.765	0	0	0.2011	9.3935	0	90	90	90	0	90	1
1.275	0	0	0.1996	0.6002	0	90	90	90	0	90	1
1.785	0	0	0.1734	1.13	0	90	90	90	0	90	1
2.295	0	0	0.1375	10.606	0	90	90	90	0	90	1
2.805	0	0	0.1186	18.0535	0	90	90	90	0	90	1
3.315	0	0	0.1162	14.5033	0	90	90	90	0	90	1
3.825	0	0	0.1186	10.6524	0	90	90	90	0	90	1
