1.0000	0.0000	3.0000	0.2500	0.0000	45.0000	90.0000	45.0000	90.0000	0.0000	90.0000	1
0.0000	1.0000	3.0000	0.2500	0.0000	90.0000	45.0000	45.0000	180.0000	90.0000	90.0000	1
-1.0000	0.0000	3.0000	0.2500	0.0000	135.0000	90.0000	45.0000	270.0000	180.0000	90.0000	1
0.0000	-1.0000	3.0000	0.2500	0.0000	90.0000	135.0000	45.0000	0.0000	270.0000	90.0000	1
2.0000	0.0000	2.0000	0.5000	45.0000	45.0000	90.0000	45.0000	90.0000	0.0000	90.0000	1
1.4142	1.4142	2.0000	0.5000	45.0000	60.0000	60.0000	45.0000	135.0000	45.0000	90.0000	1
0.0000	2.0000	2.0000	0.5000	45.0000	90.0000	45.0000	45.0000	180.0000	90.0000	90.0000	1
-1.4142	1.4142	2.0000	0.5000	45.0000	120.0000	60.0000	45.0000	135.0000	135.0000	90.0000	1
-2.0000	0.0000	2.0000	0.5000	45.0000	135.0000	90.0000	45.0000	90.0000	180.0000	90.0000	1
-1.4142	-1.4142	2.0000	0.5000	45.0000	120.0000	120.0000	45.0000	45.0000	225.0000	90.0000	1
0.0000	-2.0000	2.0000	0.5000	45.0000	90.0000	135.0000	45.0000	0.0000	270.0000	90.0000	1
1.4142	-1.4142	2.0000	0.5000	45.0000	60.0000	120.0000	45.0000	-45.0000	315.0000	90.0000	1
3.0000	0.0000	1.0000	0.7500	90.0000	45.0000	90.0000	45.0000	90.0000	0.0000	90.0000	1
2.5981	1.5000	1.0000	0.7500	90.0000	52.2388	69.2952	45.0000	120.0000	30.0000	90.0000	1
1.5000	2.5981	1.0000	0.7500	90.0000	69.2952	52.2388	45.0000	150.0000	60.0000	90.0000	1
0.0000	3.0000	1.0000	0.7500	90.0000	90.0000	45.0000	45.0000	180.0000	90.0000	90.0000	1
-1.5000	2.5981	1.0000	0.7500	90.0000	110.7048	52.2388	45.0000	210.0000	120.0000	90.0000	1
-2.5981	1.5000	1.0000	0.7500	90.0000	127.7612	69.2952	45.0000	240.0000	150.0000	90.0000	1
-3.0000	0.0000	1.0000	0.7500	90.0000	135.0000	90.0000	45.0000	270.0000	180.0000	90.0000	1
-2.5981	-1.5000	1.0000	0.7500	90.0000	127.7612	110.7048	45.0000	300.0000	210.0000	90.0000	1
-1.5000	-2.5981	1.0000	0.7500	90.0000	110.7048	127.7612	45.0000	330.0000	240.0000	90.0000	1
0.0000	-3.0000	1.0000	0.7500	90.0000	90.0000	135.0000	45.0000	0.0000	270.0000	90.0000	1
1.5000	-2.5981	1.0000	0.7500	90.0000	69.2952	127.6120	45.0000	30.0000	300.0000	90.0000	1
2.5981	-1.5000	1.0000	0.7500	90.0000	52.2388	110.7048	45.0000	60.0000	330.0000	90.0000	1
4.0000	0.0000	0.0000	1.0000	135.0000	45.0000	90.0000	45.0000	90.0000	0.0000	90.0000	1
3.6955	1.5307	0.0000	1.0000	135.0000	49.2105	74.3001	45.0000	112.5000	22.5000	90.0000	1
2.8284	2.8284	0.0000	1.0000	135.0000	60.0000	60.0000	45.0000	135.0000	45.0000	90.0000	1
1.5307	3.6955	0.0000	1.0000	135.0000	74.3001	49.2105	45.0000	157.5000	67.5000	90.0000	1
0.0000	4.0000	0.0000	1.0000	135.0000	90.0000	45.0000	45.0000	180.0000	90.0000	90.0000	1
-1.5307	3.6955	0.0000	1.0000	135.0000	105.6999	49.2105	45.0000	157.5000	112.5000	90.0000	1
-2.8284	2.8284	0.0000	1.0000	135.0000	120.0000	60.0000	45.0000	135.0000	135.0000	90.0000	1
-3.6955	1.5307	0.0000	1.0000	135.0000	130.7895	74.3001	45.0000	112.5000	157.5000	90.0000	1
-4.0000	0.0000	0.0000	1.0000	135.0000	135.0000	90.0000	45.0000	90.0000	180.0000	90.0000	1
-3.6955	-1.5307	0.0000	1.0000	135.0000	130.7895	105.6999	45.0000	67.5000	202.5000	90.0000	1
-2.8284	-2.8284	0.0000	1.0000	135.0000	120.0000	120.0000	45.0000	45.0000	225.0000	90.0000	1
-1.5307	-3.6955	0.0000	1.0000	135.0000	105.6999	130.7895	45.0000	22.5000	247.5000	90.0000	1
0.0000	-4.0000	0.0000	1.0000	135.0000	90.0000	135.0000	45.0000	0.0000	270.0000	90.0000	1
1.5307	-3.6955	0.0000	1.0000	135.0000	74.3001	130.7895	45.0000	-22.5000	292.5000	90.0000	1
2.8284	-2.8284	0.0000	1.0000	135.0000	60.0000	120.0000	45.0000	-45.0000	315.0000	90.0000	1
3.6955	-1.5307	0.0000	1.0000	135.0000	49.2105	105.6999	45.0000	-67.5000	337.5000	90.0000	1
